reviewerID,reviewerName,reviewText,overall,summary,reviewTime,reviewWords
ALAY8GVFBUQ9L,"Gary D. Garvin ""Garvoon""",This tremelo pedal works nicely and it's great when you're playing through an amp without tremelo. Problem solved! The price was also very good.,5,Nice tremelo peday.,"07 1, 2013",24
A8ANJNZAZQ6IQ,"Guitar Operator ""Guitar Operator""","This is a great Tremolo pedal.It is very quiet and when used correctly, there is absolutely no signal drop or volume drop whatsoever.You can blend the Tremolo type from a smooth sinuous pulsing waveform to a sharper edged ""on/off"" type tremolo.Tremolo varies the volume of the sound. It does not vary the pitch.You have control over the ""depth"" or ""amount"" of effect, and you can control how fast the effect pulsates the sound.A very simple, popular effect that I wouldn't want to live without in some form or another.Pretty teal green color.As with all Boss products they are built like a tank and generally last forever if they are not abused or damaged.I have no idea how fast this pedal eats batteries because I use a power supply.There is no on/off clicking when depressed.There is no added hiss, hum or distortion.The battery compartment is easily accessed without having to unplug anything.Simply a great effect and quality product from Boss and tends to hold its resale value well.",5,Great Tremolo from Boss,"07 29, 2012",167
A1V7G6OGGW7AGA,Todd A. Hooper,"I've played this pedal for a while now and really dig it. I'm old school, Fender Blues Deluxe reissue and Strats and Teles, this pedal has a great, warm, organic feeling tremolo that I use a lot. You can barely bring it in for some warmth, or really crank the speed and depth for a great sort of rotary speaker effect.I'll use it with the rate set at tempo for a song and record clean guitar chords up on the middle of the neck. This effect will give you a nice almost Hammond B-3 type of organ sound.",5,Great pedal!,"08 8, 2013",98
AZ0LJNEP2VRD1,Victor,"This is a superb tremolo pedal: [1] Its dials allow for enormous control of the effect. [2] It's very sturdy--an often-noted feature of BOSS pedals. Further, [3] it's utterly easy to use, [4] allows for both 9v battery and power supply/adapter operation, and, most important of all, [5] it delivers beautiful tremolo. (Note: It comes with a 9v battery installed, but it does NOT come with a power source/adapter.) If the price is more than you're willing to pay, consider the DANELECTRO COOL CAT TREMOLO. This also delivers good tremolo, but it does not allow for as much sound-manipulation as the BOSS product; it's still quite good, but the BOSS takes the prize. I paid about $75 for mine and have zero regrets.",5,Superb,"02 25, 2011",123
AH2F47XZ5L8NR,Violet Deliriums,"I own three units capable of tremolo: Boss TR-2, Line 6 MM4, and the Boss SL-20 Slicer (like a tremolo on steroids). Plus my amp is a Twin Reverb so it too has tremolo. If you are unfamiliar, tremolo modulates the volume as if turning it up and down rapidly.The Boss TR-2 is the simplest of the three stompboxes to operate, with three controls: ""Rate"" of modulation, ""Depth"" of modulation (how much does the volume vary), and a ""Wave"" shape (jagged, square, or somewhere on a continuum in between). Unlike the other Boss stompboxes I own (CE-5 & PH-3), the TR-2 does not seem to compress sound so that it seems like you're ""playing in a fishbowl"" (as another reviewer puts it).The ""Wave"" control is what gives the unit its sonic versatility, so it is a nice feature to have. Most tremolos have it, but not all. For the price, it can give you a decent set of classic tremolo sounds with nothing too crazy. It is the unit that Tom Morello uses on ""Guerilla Radio,"" and it does well with tremolo classics like the Smiths ""How Soon Is Now?"" I hear no volume drop problem like other reviews suggest, and this is something I am sensitive to because I generally turn modulations on/off over the course of a song rather than leave them on full time.Like all Boss stuff, the box is sturdy and I like their big, quiet footswitches over any of the little, clicky ones on other units. The color is a sort of a dull military dark green, not the most attractive thing but not bad either.The small Boss effects do not come with a power cable, so you will have to factor that into the cost. Boss instructions tell you that you need their particular adapter, but I don't know anyone who says this is a must. I run it off a pedalboard power supply and it seems to work fine. If it didn't I would not buy Boss product period.Bottom Line:(1) Gives a decent array of basic tremolo sounds, nothing crazy(2) Not a bad price (factor in a power cable)(3) Simple to operate(4) Nice casing and footswitch; drab color",5,Nice Basic Tremolo Sounds,"02 6, 2013",365
A1ARFA1NCN34UV,almost I,"Wanted a way to plug in my BOSS ME70 to save on batteries. Didn't want to drop the money on a BOSS PSA, so I got this one instead which does the same job, just for less money.",5,cheaper alternative,"09 21, 2011",38
A165EMA3YTIM6A,Beach Panda,"Bought it for using Danelectro mini amp, so I don't need to worry about the battery.  It works perfectly as an adaptor should be, & you won't have any surprise by its performance. :)  two stars out because of comparing the price with the mini amp (less than $20), the adaptor is pricy ($8.50), but it still saves me $$ for the long runs.",3,Using it for Danelectro Mini Amp,"01 3, 2012",64
A2FXCGHJLVQTIX,Harry,"I got this to power my Danelectro Honeytone amp since it eats batteries like candy.  It's a power adaptor, so it isn't too exciting, but it works fine.",5,It works,"07 8, 2013",28
AEMC16IPBZORW,H town,I use this mostly with my Honeytone mini amplifier and Reel Echo tape echo simulator. Works very well with no problems. A lot of Danoelectro pedals may eat up batteries and this is a great alternative when you have access to Ac voltage outlets.,5,Great for any Danlectro product.,"10 16, 2007",44
A2B58VXLLOFQKR,James Moulton,"I was having some problems with my Ego Compressor comp getting noisey, sent it back and found out that It Had been using a slightly drained battery, so I got one of these and it is great, nice and quiet again, half the price of the boss one.",5,excellent quiet pedal power,"02 27, 2010",48
A356RFKNIG043B,K. Swanson,"This is the best little guitar pedal adapter I've used, and I've used many over the last three decades. It's exceptionally quiet, which many are not, and it puts out 9.6 volts, which will drive your pedals a little more solidly than all but a brand new alkaline battery. And you won't have to buy a new one every dozen hours!I've used this on a splitter to drive three pedals, but at four and up I can hear the current drop a bit. Still, that's a good thing because it reminds me that tone comes from my fingers, not a box on the floor. But it sure is nice to have some Gilmouresque delay, and a little extra gain driving the tubes, and this is the best 9v adapter for pedals available that I know of, including the Boss ones. Dan has released some cool, well-made pedals in the past 15 years, and this little wall wart is a worthy companion.A very good deal at 15 clams.",5,The perfect guitar pedal adapter,"11 5, 2013",167
